arrival_rate_rps,trial,policy,n_requests,mean_latency_s,p50_latency_s,p90_latency_s,mean_wait_s,p90_wait_s,mean_batch_size,mean_hetero_penalty,throughput_rps
0.2,23,length_similarity_window,300,5.020581797092656,4.7707000000000335,9.648242413685512,1.9642338216145587,5.68482876934101,1.2866666666666666,1.0052057453247363,0.20883631157949725
0.2,23,full_rules_continuous,300,5.165732923340311,4.902174571596049,9.87562432874221,2.1485037453363693,5.906019226814452,1.26,1.00451487487862,0.20883631157949725
0.2,24,fifo_mixed_window,300,4.643394587082554,4.478200000000015,8.614279625510564,1.1810596651502612,4.37331582370623,1.48,1.0248244570499432,0.21307233897101216
0.2,24,lane_split_window,300,4.638894938720427,4.253248474833072,9.024096224622589,1.4623841376177809,4.901890573590594,1.3333333333333333,1.014804606855205,0.21307233897101216
0.2,24,length_similarity_window,300,4.807738933583664,4.551394031638608,9.024096224622589,1.64322051889189,5.046214947484578,1.2533333333333334,1.0042093873789744,0.21307233897101216
0.2,24,full_rules_continuous,300,4.790409885784938,4.478200000000015,9.070515800209465,1.6754561241827064,5.241098684728879,1.2,1.0030465190628404,0.21307233897101216
0.35,0,fifo_mixed_window,300,5.8626847490903815,5.484019143803039,10.812248369995626,1.9703839231480083,5.3233978415976395,2.513333333333333,1.0609246817351854,0.3533899039034442
0.35,0,lane_split_window,300,5.997396774072924,5.2848336788512995,11.910563730020433,2.7462014363662863,7.305056597532786,2.3133333333333335,1.0389364282436089,0.3521138409706981
0.35,0,length_similarity_window,300,6.494469704858428,5.838099999999969,11.939457787632536,3.4098130726099813,8.505431800244315,1.7466666666666666,1.0096412439922302,0.3533899039034442
0.35,0,full_rules_continuous,300,6.631072936395157,5.911495165612159,12.629820800261683,3.6476157107319036,8.676102146557676,1.7066666666666668,1.0088117665849416,0.3521138409706981
0.35,1,fifo_mixed_window,300,6.699408256234527,6.833624021360414,11.401046613944448,2.1643412109317888,5.235927808350773,2.54,1.0643386475371766,0.3425003604320919
0.35,1,lane_split_window,300,6.8721738483868,6.751573867443156,12.287124601763775,3.2852660782869916,8.034395312215542,2.2266666666666666,1.0396553072086123,0.3417318143304673
0.35,1,length_similarity_window,300,7.302428496891607,7.396989772152494,13.003658901615657,3.8010483686591185,9.285111728720334,1.6533333333333333,1.0098481255413603,0.3415187954766632
0.35,1,full_rules_continuous,300,7.5789486116340985,7.488547407655432,13.34942769712523,4.2053802587262865,10.048167851745198,1.58,1.0081871464349093,0.3414745985026208
0.35,2,fifo_mixed_window,300,6.281350233319736,6.3768636469872035,10.584833533795962,2.110232041000156,5.08576931440391,2.3066666666666666,1.0639500724065485,0.3446705248919434
0.35,2,lane_split_window,300,6.249933668462673,6.0479857770352865,11.451158302217078,2.9037054616745053,6.803897290670728,2.16,1.0442252788167077,0.3429079632337744
0.35,2,length_similarity_window,300,6.36891532592029,5.987069801003699,12.332967983402774,3.203697086834512,8.031888046931666,1.6266666666666667,1.0101081228633992,0.34151281086609353
0.35,2,full_rules_continuous,300,6.721206919173483,6.342635151197705,12.12119465381669,3.6564839899610617,8.599376847563656,1.5933333333333333,1.0086902494165375,0.34151281086609353
0.35,3,fifo_mixed_window,300,6.1597550921063124,6.11317817773039,10.78217256970498,2.0562414827559934,5.370519719841728,2.44,1.0592760085809385,0.3686678236547222
0.35,3,lane_split_window,300,6.47603573285361,5.9003461985405,12.001632146664155,2.96753313115098,7.127434129339812,2.2866666666666666,1.0439738389188884,0.3686678236547222
0.35,3,length_similarity_window,300,7.1380331563238455,6.661165782114281,12.742569733560138,3.926617408195983,9.213254286493752,1.7,1.0107729946637658,0.36786409103864043
0.35,3,full_rules_continuous,300,7.241010368577551,6.4639503599887576,13.245439695868283,4.076448278327234,9.582556523618333,1.66,1.0102414061224037,0.36856324153364867
0.35,4,fifo_mixed_window,300,7.485215036910515,7.428416528707459,12.35666500136839,2.429427662183913,6.0948400415547725,2.7333333333333334,1.0745102757373077,0.34540854971730645
0.35,4,lane_split_window,300,7.369471564675819,7.2488666592207665,12.568561757163025,3.427853608385796,8.046318731988329,2.4266666666666667,1.0420564707544688,0.34608152517260643
